,accountingchange,amended,audited,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,changeininventories,commonstock,company_cik,company_symbol,costofrevenue,created_at,crosscalculated,currencycode,dcn,deferredcharges,discontinuedoperations,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,extraordinaryitems,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,inventoriesnet,investmentchangesnet,minorityinterest,name,netchangeincash,netincome,netincomeapplicabletocommon,original,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,period,periodenddate,periodlength,periodlengthcode,preferredstock,preliminary,propertyplantequipmentnet,quarter,receiveddate,researchdevelopmentexpense,restated,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock,updated_at,usdconversionrate,year
0,,False,True,-612000000.0,8348000000.0,8374000000.0,-3293000000.0,-926000000.0,3549000000.0,786000000.0,-172000000.0,-595000000.0,-193000000.0,-203000000.0,16000000.0,1551152,ABBV,4426000000.0,2015-04-24 01:00:10.329000,False,USD,0001047469-15-000995,,,-2661000000.0,3411000000.0,-577000000.0,,,5862000000.0,15534000000.0,2369000000,1513000000.0,-391000000.0,1124000000.0,308000000.0,,10-K,-1247000000.0,1774000000,1774000000,True,1507000000.0,,,,3840000000.0,ann,12/31/2014,12,m,,False,2485000000.0,4,2/20/2015,3297000000.0,False,535000000.0,7724000000.0,1775000000.0,27547000000.0,16088000000.0,11400000000.0,25805000000.0,10565000000.0,4291000000.0,19960000000,4446000000.0,1742000000.0,-972000000.0,2015-04-24 01:00:10.329000,1,2014
1,,False,True,-491000000.0,9595000000.0,9895000000.0,-3442000000.0,879000000.0,6267000000.0,897000000.0,681000000.0,1084000000.0,-426000000.0,-56000000.0,16000000.0,1551152,ABBV,4581000000.0,2015-04-24 01:00:10.329000,False,USD,0001047469-15-000995,,,-2555000000.0,5664000000.0,-10000000.0,,,6277000000.0,14209000000.0,5332000000,1890000000.0,-278000000.0,1150000000.0,1775000000.0,,10-K,3694000000.0,4128000000,4128000000,False,767000000.0,,,,3535000000.0,ann,12/31/2013,12,m,,False,2298000000.0,4,2/20/2015,2855000000.0,False,1567000000.0,5352000000.0,2139000000.0,29198000000.0,17848000000.0,6879000000.0,24706000000.0,14292000000.0,4803000000.0,18790000000,431000000.0,4492000000.0,-320000000.0,2015-04-24 01:00:10.329000,1,2013
2,,False,True,-333000000.0,5901000000.0,7976000000.0,1931000000.0,-2418000000.0,6345000000.0,1150000000.0,223000000.0,110000000.0,-731000000.0,-203000000.0,0.0,1551152,ABBV,4508000000.0,2015-04-24 01:00:10.329000,False,USD,0001047469-15-000995,,,0.0,5817000000.0,16000000.0,,,6130000000.0,13872000000.0,5725000000,2323000000.0,-84000000.0,1091000000.0,-1397000000.0,,10-K,5874000000.0,5275000000,5275000000,False,835000000.0,,,,2239000000.0,ann,12/31/2012,12,m,,False,2247000000.0,4,2/20/2015,2778000000.0,False,0.0,4989000000.0,1070000000.0,27008000000.0,15354000000.0,6776000000.0,23645000000.0,14630000000.0,4298000000.0,18380000000,1042000000.0,-350000000.0,0.0,2015-04-24 01:00:10.329000,1,2012
3,,False,True,-356000000.0,27000000.0,653000000.0,-6783000000.0,553000000.0,6247000000.0,1272000000.0,-498000000.0,-791000000.0,1497000000.0,-87000000.0,,1551152,ABBV,4639000000.0,2015-04-24 01:00:10.329000,False,USD,0001047469-14-001154,,,0.0,3620000000.0,0.0,,,6100000000.0,12805000000.0,3668000000,2910000000.0,,872000000.0,-688000000.0,,10-K,17000000.0,3433000000,3433000000,False,784000000.0,,,11957000000.0,1660000000.0,ann,12/31/2011,12,m,,False,2144000000.0,4,2/21/2014,2618000000.0,False,,5894000000.0,2814000000.0,19521000000.0,7354000000.0,5897000000.0,7589000000.0,32000000.0,3817000000.0,17444000000,16000000.0,11932000000.0,,2015-04-24 01:00:10.329000,1,2011
0,,False,True,-5311000000.0,994000000.0,8077000000.0,-315000000.0,-2911000000.0,3080000000.0,1342000000.0,-160000000.0,-205000000.0,-1026000000.0,,7000000.0,6201,AAL,15620000000.0,2015-04-24 01:00:10.325000,False,USD,0001193125-15-061145,,,-144000000.0,4249000000.0,,,0.0,4091000000.0,27030000000.0,3212000000,2240000000.0,-887000000.0,1004000000.0,1799000000.0,,10-K,-146000000.0,2882000000,2882000000,True,2244000000.0,,7059000000.0,,3728000000.0,ann,12/31/2014,12,m,,False,23084000000.0,4,2/25/2015,,False,-8562000000.0,10052000000.0,198000000.0,43771000000.0,12112000000.0,13435000000.0,41750000000.0,16196000000.0,1771000000.0,42650000000,1708000000.0,2021000000.0,,2015-04-24 01:00:10.325000,1,2014
1,,False,True,-3114000000.0,1140000000.0,10286000000.0,3799000000.0,-3814000000.0,675000000.0,1020000000.0,-93000000.0,-122000000.0,-235000000.0,,5000000.0,6201,AAL,11019000000.0,2015-04-24 01:00:10.325000,False,USD,0001193125-15-061145,,,0.0,1399000000.0,,,-2655000000.0,4086000000.0,15724000000.0,475000000,2311000000.0,-856000000.0,1012000000.0,-1181000000.0,,10-K,660000000.0,-1834000000,-1834000000,False,2299000000.0,,7385000000.0,,9087000000.0,ann,12/31/2013,12,m,,False,19259000000.0,4,2/25/2015,,False,-11296000000.0,6618000000.0,2509000000.0,42278000000.0,14323000000.0,13806000000.0,45009000000.0,15353000000.0,1560000000.0,26743000000,1446000000.0,-2731000000.0,,2015-04-24 01:00:10.325000,1,2013
2,,False,True,-1888000000.0,480000000.0,4742000000.0,483000000.0,-1571000000.0,1285000000.0,1001000000.0,-222000000.0,-355000000.0,473000000.0,,127000000.0,6201,AAL,10499000000.0,2015-04-24 01:00:10.325000,False,USD,0001193125-15-061145,,,0.0,148000000.0,,,-2208000000.0,0.0,14356000000.0,-237000000,869000000.0,-632000000.0,580000000.0,306000000.0,,10-K,197000000.0,-1876000000,-1876000000,False,2167000000.0,,4524000000.0,,1761000000.0,ann,12/31/2012,12,m,,False,13402000000.0,4,2/25/2015,,False,-9462000000.0,7275000000.0,3161000000.0,23510000000.0,7072000000.0,9011000000.0,24891000000.0,7116000000.0,1124000000.0,24855000000,1419000000.0,-7987000000.0,-367000000.0,2015-04-24 01:00:10.325000,1,2012
3,,False,True,-1610000000.0,283000000.0,4739000000.0,664000000.0,-1292000000.0,743000000.0,1086000000.0,-164000000.0,-310000000.0,756000000.0,,341000000.0,6201,AAL,10236000000.0,2015-04-24 01:00:10.325000,False,USD,0000006201-14-000004,,,,-1037000000.0,,,-118000000.0,,13743000000.0,-1861000000,,-811000000.0,617000000.0,610000000.0,,10-K,115000000.0,-1979000000,-1979000000,False,2284000000.0,499000000.0,4223000000.0,,1470000000.0,ann,12/31/2011,12,m,0.0,False,13913000000.0,4,2/28/2014,,False,-7586000000.0,7463000000.0,2722000000.0,23848000000.0,6757000000.0,8630000000.0,26116000000.0,6702000000.0,902000000.0,23979000000,1518000000.0,-7111000000.0,-367000000.0,2015-04-24 01:00:10.325000,1,2011
0,,False,True,-51500000.0,290500000.0,290500000.0,-150000000.0,-34800000.0,255900000.0,48800000.0,-8000000.0,-4600000.0,43400000.0,3400000.0,1000000.0,1579241,ALLE,1264600000.0,2015-04-24 01:00:09.068000,False,USD,0001579241-15-000005,,-11100000.0,-34500000.0,326300000.0,-8000000.0,,,506000000.0,853700000.0,267900000,125700000.0,-53800000.0,179500000.0,,23300000.0,10-K,63100000.0,175200000,175200000,True,126900000.0,26200000.0,1500000.0,,71100000.0,ann,12/31/2014,12,m,,False,211200000.0,4,2/27/2015,,False,142400000.0,527400000.0,86400000.0,2015900000.0,973800000.0,531300000.0,2020700000.0,1215000000.0,441000000.0,2118300000,49600000.0,-4800000.0,,2015-04-24 01:00:09.068000,1,2014
1,,False,True,-20200000.0,227400000.0,267600000.0,-292400000.0,-18700000.0,223900000.0,46100000.0,27900000.0,31800000.0,-16700000.0,3900000.0,1000000.0,1579241,ALLE,1208100000.0,2015-04-24 01:00:09.068000,False,USD,0001579241-15-000005,,-3600000.0,-5200000.0,240800000.0,-2900000.0,,,504900000.0,861500000.0,223400000,146100000.0,-10200000.0,187500000.0,,31100000.0,10-K,-90100000.0,32300000,32300000,False,124100000.0,34800000.0,100000.0,,75800000.0,ann,12/31/2013,12,m,,False,200200000.0,4,2/27/2015,,False,1100000.0,483100000.0,184500000.0,2000600000.0,946800000.0,490500000.0,2066700000.0,1272000000.0,418800000.0,2069600000,71900000.0,-66100000.0,,2015-04-24 01:00:09.068000,1,2013
2,,False,True,-19600000.0,317500000.0,317500000.0,-317900000.0,-17500000.0,269200000.0,43800000.0,2000000.0,800000.0,8000000.0,-1200000.0,0.0,1579241,ALLE,1197700000.0,2015-04-24 01:00:09.068000,False,USD,0001579241-15-000005,,-4200000.0,-5200000.0,371300000.0,6900000.0,,,637900000.0,825600000.0,366700000,150500000.0,-1500000.0,166400000.0,,23000000.0,10-K,-59300000.0,220100000,220100000,False,53500000.0,6900000.0,,1350900000.0,18600000.0,ann,12/31/2012,12,m,,False,232000000.0,4,2/27/2015,,False,0.0,454300000.0,47900000.0,1983800000.0,909900000.0,382700000.0,640600000.0,2800000.0,381900000.0,2023300000,2200000.0,1343200000.0,,2015-04-24 01:00:09.068000,1,2012
3,,False,True,-25500000.0,,,-253600000.0,-3500000.0,265500000.0,46000000.0,-12000000.0,-24900000.0,25500000.0,-12900000.0,,1579241,ALLE,1211400000.0,2015-04-24 01:00:09.068000,False,USD,0001579241-14-000007,,-7300000.0,-9300000.0,359000000.0,-9900000.0,,,,809800000.0,362200000,,-1400000.0,,,,10-K,-1500000.0,218100000,218100000,False,,,,,,ann,12/31/2011,12,m,,False,,4,3/10/2014,,False,,450800000.0,48400000.0,,,,,,,2021200000,,,,2015-04-24 01:00:09.068000,1,2011
0,,False,True,-9571000000.0,13844000000.0,25077000000.0,-37549000000.0,-22579000000.0,59713000000.0,7946000000.0,-4232000000.0,-6528000000.0,7398000000.0,-76000000.0,23313000000.0,320193,AAPL,1.12258e+11,2015-04-24 01:00:10.326000,False,USD,0001193125-14-383437,,,-11126000000.0,52503000000.0,,,,4616000000.0,70537000000.0,53483000000,4142000000.0,,2111000000.0,-9017000000.0,,10-K,-415000000.0,39510000000,39510000000,True,3764000000.0,9806000000.0,,,24826000000.0,ann,9/27/2014,12,m,,False,20624000000.0,4,10/27/2014,6041000000.0,False,87152000000.0,11993000000.0,20203000000.0,2.31839e+11,68531000000.0,63448000000.0,1.20292e+11,28987000000.0,27219000000.0,182795000000,6308000000.0,1.11547e+11,,2015-04-24 01:00:10.326000,1,2014
1,,False,True,-8165000000.0,14259000000.0,40546000000.0,-16379000000.0,-33774000000.0,53666000000.0,6757000000.0,-2172000000.0,-2922000000.0,3799000000.0,-973000000.0,19764000000.0,320193,AAPL,1.06606e+11,2015-04-24 01:00:10.326000,False,USD,0001193125-14-383437,,,-10564000000.0,48999000000.0,,,,1577000000.0,64304000000.0,50155000000,4179000000.0,,1764000000.0,-24042000000.0,,10-K,3513000000.0,37037000000,37037000000,False,5146000000.0,6882000000.0,,,20208000000.0,ann,9/28/2013,12,m,,False,16597000000.0,4,10/27/2014,4475000000.0,False,1.04256e+11,10830000000.0,16629000000.0,2.07e+11,73286000000.0,43658000000.0,83451000000.0,16960000000.0,20641000000.0,170910000000,0.0,1.23549e+11,,2015-04-24 01:00:10.326000,1,2013
2,,False,True,-8295000000.0,10746000000.0,29129000000.0,-1698000000.0,-48227000000.0,50856000000.0,3277000000.0,-5551000000.0,-6980000000.0,7291000000.0,-15000000.0,16422000000.0,320193,AAPL,87846000000.0,2015-04-24 01:00:10.326000,False,USD,0001193125-14-383437,,,-2488000000.0,55241000000.0,,,,1135000000.0,68662000000.0,55763000000,4224000000.0,,791000000.0,-38427000000.0,,10-K,931000000.0,41733000000,41733000000,False,5478000000.0,6458000000.0,,,16664000000.0,ann,9/29/2012,12,m,,False,15452000000.0,4,10/27/2014,3381000000.0,False,1.01289e+11,10040000000.0,9123000000.0,1.76064e+11,57653000000.0,38542000000.0,57854000000.0,0.0,18692000000.0,156508000000,,1.1821e+11,,2015-04-24 01:00:10.326000,1,2012
3,,False,True,-4260000000.0,9815000000.0,25952000000.0,1444000000.0,-40419000000.0,37529000000.0,1814000000.0,143000000.0,-1516000000.0,4169000000.0,275000000.0,13331000000.0,320193,AAPL,64431000000.0,2015-04-24 01:00:10.326000,False,USD,0001193125-13-416534,,,0.0,33790000000.0,,,,896000000.0,43818000000.0,34205000000,3536000000.0,,776000000.0,-32464000000.0,,10-K,-1446000000.0,25922000000,25922000000,False,3556000000.0,4529000000.0,,,10100000000.0,ann,9/24/2011,12,m,,False,7777000000.0,4,10/30/2013,2429000000.0,False,62841000000.0,7599000000.0,11607000000.0,1.16371e+11,44988000000.0,27970000000.0,39756000000.0,,11717000000.0,108249000000,,76615000000.0,,2015-04-24 01:00:10.326000,1,2011
0,,False,True,-714600000.0,2151700000.0,2151700000.0,-1822500000.0,-974900000.0,3369300000.0,851000000.0,-1899700000.0,-1899700000.0,1447300000.0,,2700000.0,1156039,ANTM,,2015-04-24 01:00:10.833000,False,USD,0001156039-15-000003,,9600000.0,-480700000.0,5049900000.0,-7100000.0,,-81100000.0,17082000000.0,,4449200000,7958100000.0,-600700000.0,,-394200000.0,,10-K,564800000.0,2569700000,2569700000,True,2094500000.0,,,,14268400000.0,ann,12/31/2014,12,m,0.0,False,1944300000.0,4,2/24/2015,,False,14014400000.0,11748400000.0,799600000.0,62065000000.0,,,37813700000.0,14752200000.0,7251400000.0,73874100000,400000000.0,24251300000.0,,2015-04-24 01:00:10.833000,1,2014
1,,False,True,-646500000.0,1582100000.0,1582100000.0,-1717800000.0,-2234400000.0,3052300000.0,908800000.0,-418300000.0,-418300000.0,-106700000.0,,2900000.0,1156039,ANTM,,2015-04-24 01:00:10.833000,False,USD,0001156039-15-000003,,-144600000.0,-448000000.0,4588200000.0,2200000.0,,-145300000.0,16917200000.0,,3985500000,8441000000.0,-602700000.0,,-989100000.0,,10-K,-897700000.0,2489700000,2489700000,False,2322700000.0,,,,12596500000.0,ann,12/31/2013,12,m,0.0,False,1801500000.0,4,2/24/2015,,False,13813900000.0,9952900000.0,562600000.0,59574500000.0,,,34809300000.0,14091600000.0,5267700000.0,71023500000,400000000.0,24765200000.0,,2015-04-24 01:00:10.833000,1,2013
2,,False,True,-544900000.0,2475300000.0,2475300000.0,2088900000.0,-4551600000.0,2744600000.0,740700000.0,189900000.0,189900000.0,-727800000.0,,3000000.0,1156039,ANTM,,2015-04-24 01:00:10.833000,False,USD,0001156039-15-000003,,4500000.0,-367100000.0,4370100000.0,1100000.0,,0.0,16889800000.0,,3858300000,8665500000.0,-511800000.0,,-3990100000.0,,10-K,283000000.0,2655500000,2655500000,False,2313500000.0,,,,13288500000.0,ann,12/31/2012,12,m,0.0,False,1717300000.0,4,2/24/2015,,False,12647100000.0,8680500000.0,89100000.0,58955400000.0,,,35152700000.0,14727900000.0,4843500000.0,61497200000,250000000.0,23802700000.0,,2015-04-24 01:00:10.833000,1,2012
3,,False,True,-519500000.0,2201600000.0,2201600000.0,-2019200000.0,-942000000.0,3374400000.0,637200000.0,-401800000.0,-401800000.0,804400000.0,,3400000.0,1156039,ANTM,,2015-04-24 01:00:10.833000,False,USD,0001156039-14-000003,,0.0,-357800000.0,3684500000.0,-400000.0,,0.0,13858700000.0,,3254200000,7931700000.0,-430300000.0,,-148900000.0,,10-K,412800000.0,1943000000,1943000000,False,2337400000.0,,,,12314200000.0,ann,12/31/2011,12,m,0.0,False,1418100000.0,4,2/20/2014,,False,11490700000.0,8435600000.0,727700000.0,52163200000.0,,,28875000000.0,9740200000.0,4452600000.0,60007000000,100000000.0,23288200000.0,,2015-04-24 01:00:10.833000,1,2011
0,,False,True,-855000000.0,904000000.0,905000000.0,-1398000000.0,-1186000000.0,2135000000.0,596000000.0,48000000.0,57000000.0,-153000000.0,9000000.0,3000000.0,1521332,DLPH,13850000000.0,2015-04-24 01:00:22.527000,False,USD,0001521332-15-000014,,,-374000000.0,1847000000.0,-36000000.0,17000000.0,,656000000.0,3173000000.0,1705000000,746000000.0,-135000000.0,1104000000.0,0.0,503000000.0,10-K,-485000000.0,1351000000,1351000000,True,549000000.0,587000000.0,,,416000000.0,ann,12/31/2014,12,m,0.0,False,3343000000.0,4,2/9/2015,,False,1548000000.0,1081000000.0,695000000.0,10746000000.0,5224000000.0,3889000000.0,8236000000.0,2417000000.0,2628000000.0,17023000000,34000000.0,2510000000.0,,2015-04-24 01:00:22.527000,1,2014
1,,False,True,-682000000.0,1389000000.0,1393000000.0,-822000000.0,-655000000.0,1750000000.0,551000000.0,-237000000.0,-264000000.0,192000000.0,-27000000.0,3000000.0,1521332,DLPH,13567000000.0,2015-04-24 01:00:22.527000,False,USD,0001521332-15-000014,,,-266000000.0,1684000000.0,11000000.0,34000000.0,,496000000.0,2896000000.0,1523000000,723000000.0,-143000000.0,1093000000.0,0.0,523000000.0,10-K,284000000.0,1212000000,1212000000,False,626000000.0,604000000.0,,,409000000.0,ann,12/31/2013,12,m,0.0,False,3216000000.0,4,2/9/2015,,False,1446000000.0,963000000.0,449000000.0,11047000000.0,5752000000.0,3894000000.0,8136000000.0,2351000000.0,2662000000.0,16463000000,61000000.0,2911000000.0,,2015-04-24 01:00:22.527000,1,2013
2,,False,True,-705000000.0,1105000000.0,1113000000.0,-105000000.0,-1631000000.0,1478000000.0,503000000.0,198000000.0,247000000.0,-420000000.0,49000000.0,3000000.0,1521332,DLPH,12861000000.0,2015-04-24 01:00:22.527000,False,USD,0001521332-15-000014,,,-47000000.0,1476000000.0,0.0,27000000.0,,473000000.0,2658000000.0,1345000000,803000000.0,-136000000.0,1066000000.0,21000000.0,485000000.0,10-K,-258000000.0,1077000000,1077000000,False,582000000.0,623000000.0,,,434000000.0,ann,12/31/2012,12,m,0.0,False,2860000000.0,4,2/9/2015,,False,856000000.0,927000000.0,318000000.0,10176000000.0,5227000000.0,3659000000.0,7831000000.0,2324000000.0,2425000000.0,15519000000,140000000.0,2345000000.0,,2015-04-24 01:00:22.527000,1,2012
3,,False,True,-630000000.0,1363000000.0,1372000000.0,-3194000000.0,-10000000.0,1377000000.0,485000000.0,-149000000.0,-213000000.0,-58000000.0,-64000000.0,3000000.0,1521332,DLPH,13386000000.0,2015-04-24 01:00:22.527000,False,USD,0001521332-14-000011,,,-43000000.0,1644000000.0,-29000000.0,22000000.0,,8000000.0,2655000000.0,1506000000,588000000.0,-123000000.0,1054000000.0,0.0,483000000.0,10-K,-1856000000.0,1145000000,1145000000,False,459000000.0,616000000.0,,,575000000.0,ann,12/31/2011,12,m,0.0,False,2315000000.0,4,2/10/2014,,False,110000000.0,901000000.0,154000000.0,9128000000.0,5501000000.0,3712000000.0,7440000000.0,1996000000.0,2459000000.0,16041000000,107000000.0,1688000000.0,,2015-04-24 01:00:22.527000,1,2011
0,,False,True,-148332000.0,1117400000.0,3739491000.0,-507283000.0,-490707000.0,1287482000.0,313590000.0,7928000.0,6010000.0,390070000.0,,61000.0,796343,ADBE,622080000.0,2015-04-24 01:00:10.351000,False,USD,0000796343-15-000022,,,,412685000.0,-6648000.0,,,4721962000.0,3524985000.0,361376000,469662000.0,-59732000.0,,-312573000.0,,10-K,282844000.0,268395000,268395000,True,126315000.0,,17120000.0,,204687000.0,ann,11/28/2014,12,m,0.0,False,785123000.0,4,1/20/2015,844353000.0,False,6924294000.0,2195640000.0,1019087000.0,10785829000.0,4602328000.0,2494435000.0,4009924000.0,911086000.0,591800000.0,4147065000,603229000.0,6775905000.0,-3918851000.0,2015-04-24 01:00:10.351000,1,2014
1,,False,True,-188358000.0,834556000.0,3173752000.0,-559138000.0,-1177803000.0,1151686000.0,321227000.0,33649000.0,-21860000.0,184502000.0,,61000.0,796343,ADBE,586557000.0,2015-04-24 01:00:10.351000,False,USD,0000796343-15-000022,,,,422723000.0,-5241000.0,,,4771981000.0,3468683000.0,356141000,605254000.0,-67508000.0,,-309116000.0,,10-K,-590496000.0,289985000,289985000,False,90121000.0,,6171000.0,,201817000.0,ann,11/29/2013,12,m,0.0,False,659774000.0,4,1/20/2015,826631000.0,False,6928964000.0,2140578000.0,861701000.0,10380298000.0,4045929000.0,1525648000.0,3655664000.0,1499297000.0,599820000.0,4055240000,14676000.0,6724634000.0,-3643190000.0,2015-04-24 01:00:10.351000,1,2013
2,,False,True,-271076000.0,1425052000.0,3538353000.0,-234723000.0,-834662000.0,1499580000.0,299766000.0,45166000.0,49718000.0,-39310000.0,,61000.0,796343,ADBE,483782000.0,2015-04-24 01:00:10.352000,False,USD,0000796343-15-000022,,,,1180191000.0,5357000.0,,,4133259000.0,3919895000.0,1118794000,545036000.0,-67487000.0,,-210391000.0,,10-K,435552000.0,832775000,832775000,False,93327000.0,,9287000.0,,217443000.0,ann,11/30/2012,12,m,0.0,False,664302000.0,4,1/20/2015,742823000.0,False,7003003000.0,1951141000.0,666805000.0,10040229000.0,4397066000.0,1271752000.0,3375047000.0,1496938000.0,617233000.0,4403677000,11217000.0,6665182000.0,-3407259000.0,2015-04-24 01:00:10.352000,1,2012
3,,False,True,-210294000.0,989500000.0,2911692000.0,-550358000.0,-757402000.0,1543314000.0,270205000.0,-81065000.0,-86165000.0,163875000.0,,61000.0,796343,ADBE,437873000.0,2015-04-24 01:00:10.352000,False,USD,0000796343-14-000004,,,,1099299000.0,4055000.0,,,3849217000.0,3778385000.0,1035230000,545526000.0,-66952000.0,,-288062000.0,,10-K,239609000.0,832847000,832847000,False,89922000.0,,80930000.0,,215290000.0,ann,12/2/2011,12,m,0.0,False,527828000.0,4,1/21/2014,738053000.0,False,6528735000.0,1800427000.0,710467000.0,8991183000.0,3771451000.0,1250779000.0,3208070000.0,1505096000.0,634373000.0,4216258000,9212000.0,5783113000.0,-3529529000.0,2015-04-24 01:00:10.352000,1,2011
0,,False,True,-177913000.0,569233000.0,2866468000.0,-576610000.0,-114751000.0,871602000.0,141970000.0,-36460000.0,-2927000.0,154909000.0,24642000.0,51869000.0,6281,ADI,1034585000.0,2015-04-24 01:00:10.354000,False,USD,0000006281-14-000039,21110000.0,,-454225000.0,752484000.0,-3097000.0,,,1642438000.0,1830188000.0,729345000,671402000.0,-34784000.0,367927000.0,2021104000.0,,10-K,177144000.0,629320000,629320000,True,49786000.0,,,,284157000.0,ann,11/1/2014,12,m,0.0,False,622422000.0,4,12/10/2014,559686000.0,False,4231496000.0,454676000.0,242282000.0,6859690000.0,3811886000.0,709056000.0,2101793000.0,872789000.0,396605000.0,2864773000,,4757897000.0,,2015-04-24 01:00:10.354000,1,2014
1,,False,True,-123074000.0,392089000.0,4682912000.0,-100557000.0,-949926000.0,912345000.0,110416000.0,12377000.0,40572000.0,68192000.0,28527000.0,51842000.0,6281,ADI,941278000.0,2015-04-24 01:00:10.354000,False,USD,0000006281-14-000039,17364000.0,,-405955000.0,753075000.0,1394000.0,,,284112000.0,1692411000.0,815323000,28552000.0,-27102000.0,283337000.0,-918720000.0,,10-K,-136744000.0,673487000,673487000,False,41084000.0,,,,193384000.0,ann,11/2/2013,12,m,0.0,False,508171000.0,4,12/10/2014,513035000.0,False,4056401000.0,396233000.0,238858000.0,6381750000.0,5472425000.0,570512000.0,1642174000.0,872241000.0,325144000.0,2633689000,,4739576000.0,,2015-04-24 01:00:10.354000,1,2013
2,,False,True,-132176000.0,528833000.0,3900378000.0,-349627000.0,-1339690000.0,814542000.0,109833000.0,5774000.0,11024000.0,25990000.0,-18592000.0,50233000.0,6281,ADI,960141000.0,2015-04-24 01:00:10.354000,False,USD,0000006281-14-000039,28426000.0,,-344701000.0,824048000.0,-1492000.0,,,283833000.0,1741001000.0,813533000,28772000.0,-26422000.0,313723000.0,-1181994000.0,,10-K,-876267000.0,651236000,651236000,False,36917000.0,,,,121681000.0,ann,11/3/2012,12,m,0.0,False,500867000.0,4,12/10/2014,511835000.0,False,3788869000.0,396519000.0,163306000.0,5620347000.0,4696185000.0,525079000.0,1454988000.0,807098000.0,339881000.0,2701142000,14500000.0,4165359000.0,,2015-04-24 01:00:10.354000,1,2012
3,,False,True,-122996000.0,1405100000.0,3592462000.0,138612000.0,-703738000.0,900529000.0,118219000.0,40025000.0,24301000.0,-89430000.0,-17603000.0,49661000.0,6281,ADI,1006779000.0,2015-04-24 01:00:10.354000,False,USD,0000006281-13-000040,26410000.0,6500000.0,-281626000.0,1072025000.0,-303000.0,,,275087000.0,1986541000.0,1061447000,12200000.0,-19146000.0,295081000.0,-570159000.0,,10-K,335100000.0,867394000,867394000,False,58155000.0,,,,84081000.0,ann,10/29/2011,12,m,0.0,False,478839000.0,4,11/26/2013,505570000.0,False,3482334000.0,406707000.0,33135000.0,5277635000.0,4386348000.0,525005000.0,1482222000.0,871876000.0,348416000.0,2993320000,14500000.0,3795413000.0,,2015-04-24 01:00:10.354000,1,2011
0,,False,True,-192900000.0,1639600000.0,1971800000.0,-1824200000.0,434000000.0,763400000.0,186100000.0,-16800000.0,-41300000.0,-12400000.0,,0.0,1043604,JNPR,1768900000.0,2015-04-24 01:02:09.940000,False,USD,0001043604-15-000022,,,-86000000.0,-419700000.0,-17600000.0,,,2981500000.0,2858200000.0,-86300000,62400000.0,,,503700000.0,,10-K,-644400000.0,-334300000,-334300000,True,303900000.0,,,,312400000.0,ann,12/31/2014,12,m,0.0,False,904300000.0,4,2/20/2015,1006200000.0,False,-3861100000.0,1254700000.0,1097700000.0,8403100000.0,2971900000.0,1527700000.0,3484000000.0,1349000000.0,598900000.0,4627100000,,4919100000.0,,2015-04-24 01:02:09.940000,1,2014
1,,False,True,-230000000.0,2284000000.0,2845900000.0,-401700000.0,-561000000.0,845900000.0,189900000.0,-139900000.0,-265900000.0,129600000.0,,0.0,1043604,JNPR,1727700000.0,2015-04-24 01:02:09.940000,False,USD,0001043604-15-000022,,,0.0,565900000.0,-7000000.0,,,4057700000.0,2941400000.0,525500000,106900000.0,,,-309800000.0,,10-K,-123800000.0,439800000,439800000,False,233800000.0,,,,219600000.0,ann,12/31/2013,12,m,0.0,False,882300000.0,4,2/20/2015,1043200000.0,False,-2631300000.0,1293200000.0,406100000.0,10326000000.0,3703900000.0,1441400000.0,3023800000.0,999300000.0,578300000.0,4669100000,,7302200000.0,,2015-04-24 01:02:09.940000,1,2013
2,,False,True,-347700000.0,2407800000.0,2849300000.0,-548300000.0,-595600000.0,637700000.0,187900000.0,139100000.0,127700000.0,-155300000.0,,0.0,1043604,JNPR,1656600000.0,2015-04-24 01:02:09.940000,False,USD,0001043604-15-000022,,,0.0,308100000.0,3600000.0,,,4057800000.0,2708800000.0,291500000,128900000.0,,,-22400000.0,500000.0,10-K,-502600000.0,186500000,186500000,False,138300000.0,,,,181500000.0,ann,12/31/2012,12,m,0.0,False,811900000.0,4,2/20/2015,1101600000.0,False,-2911400000.0,1252300000.0,451200000.0,9832100000.0,3600700000.0,1422000000.0,2833100000.0,999200000.0,438400000.0,4365400000,,6999000000.0,,2015-04-24 01:02:09.940000,1,2012
